userid,version,sum_gamerounds,retention_1,retention_7,ab_group
5167636,gate_30,16,0,0,control
5167831,gate_40,63,1,0,treatment
5167937,gate_30,7,1,0,control
5168056,gate_40,16,1,0,treatment
5168574,gate_30,15,0,0,control
5168591,gate_30,27,1,0,control
5168778,gate_30,12,0,0,control
5168807,gate_40,351,1,1,treatment
5169554,gate_40,8,0,0,treatment
5169671,gate_30,16,0,0,control
5169757,gate_40,11,0,0,treatment
5169907,gate_30,1,0,0,control
5169918,gate_40,3,0,0,treatment
5170165,gate_40,120,1,1,treatment
5170387,gate_40,3,0,0,treatment
5170412,gate_40,163,1,0,treatment
5170698,gate_40,4,0,0,treatment
5170773,gate_40,98,1,1,treatment
5170777,gate_40,1,0,0,treatment
5170857,gate_30,11,0,0,control
5170943,gate_40,3,0,0,treatment
5171114,gate_30,13,0,0,control
5171141,gate_30,62,1,1,control
5171529,gate_40,135,1,1,treatment
5171706,gate_40,7,0,0,treatment
5171844,gate_30,41,1,0,control
5171852,gate_40,36,1,0,treatment
5172016,gate_30,4,1,0,control
5172243,gate_30,49,0,1,control
5173007,gate_30,88,1,0,control
5173016,gate_30,140,1,1,control
5173126,gate_40,46,1,0,treatment
5173406,gate_30,13,0,0,control
5173749,gate_30,5,0,0,control
5173769,gate_40,29,1,0,treatment
5173804,gate_40,7,0,0,treatment
5173836,gate_40,25,0,0,treatment
5174234,gate_30,3,0,0,control
5174366,gate_40,5,1,0,treatment
5174367,gate_30,60,1,0,control
5174443,gate_40,55,1,0,treatment
5174475,gate_40,0,0,0,treatment
5174482,gate_30,9,0,0,control
5174489,gate_30,1,0,0,control
5174503,gate_40,102,1,1,treatment
5174875,gate_40,39,1,0,treatment
5174912,gate_40,26,1,0,treatment
5175115,gate_40,124,1,1,treatment
5175183,gate_40,5,0,0,treatment
5175195,gate_40,163,1,1,treatment
5175404,gate_40,1,1,0,treatment
5175453,gate_30,0,0,0,control
5175490,gate_30,35,1,0,control
5175744,gate_30,14,0,0,control
5175761,gate_40,103,1,0,treatment
5176118,gate_40,10,1,0,treatment
5176223,gate_40,3,0,0,treatment
5176246,gate_40,7,0,0,treatment
5176276,gate_40,2,0,0,treatment
5176390,gate_40,3,0,1,treatment
5176538,gate_30,3,0,0,control
5176752,gate_30,102,0,0,control
5176795,gate_30,24,0,0,control
5176869,gate_40,6,0,0,treatment
5176923,gate_30,10,1,0,control
5176998,gate_30,51,1,0,control
5177098,gate_40,80,1,0,treatment
5177209,gate_40,15,0,0,treatment
5177271,gate_30,2,0,0,control
5177338,gate_30,475,1,1,control
5177505,gate_30,0,0,0,control
5177600,gate_30,23,0,0,control
5177604,gate_40,31,0,0,treatment
5177608,gate_30,31,0,0,control
5177705,gate_30,51,0,1,control
5178052,gate_30,29,1,0,control
5178115,gate_30,0,0,0,control
5178132,gate_30,353,1,1,control
5178221,gate_40,7,0,0,treatment
5178314,gate_40,176,1,1,treatment
5178323,gate_40,21,1,0,treatment
5178337,gate_30,1,0,0,control
5178371,gate_30,21,1,0,control
5178391,gate_30,98,1,1,control
5178426,gate_40,5,0,0,treatment
5178622,gate_40,21,0,0,treatment
5178636,gate_30,8,1,0,control
5178706,gate_30,7,0,0,control
5178781,gate_40,5,1,0,treatment
5178802,gate_30,4,0,0,control
5178845,gate_40,133,1,1,treatment
5178906,gate_30,213,1,1,control
5179022,gate_30,7,0,0,control
5179075,gate_30,819,1,1,control
5179080,gate_40,30,0,1,treatment
5179197,gate_40,16,0,0,treatment
5179383,gate_40,0,0,0,treatment
5179630,gate_40,43,1,0,treatment
5179679,gate_30,2,0,0,control
5179892,gate_30,6,0,0,control
5180109,gate_40,0,0,0,treatment
5180167,gate_30,22,0,0,control
5180258,gate_40,3,0,0,treatment
5180443,gate_40,4,0,0,treatment
5180478,gate_40,44,0,1,treatment
5180694,gate_40,3,0,0,treatment
5180758,gate_40,107,1,0,treatment
5180820,gate_40,45,0,0,treatment
5180980,gate_40,12,0,0,treatment
5181078,gate_30,44,1,0,control
5181306,gate_40,288,1,1,treatment
5181388,gate_30,13,1,0,control
5181626,gate_40,114,1,1,treatment
5181741,gate_40,27,0,1,treatment
5181745,gate_40,3,0,0,treatment
5181836,gate_40,4,0,0,treatment
5181853,gate_30,42,1,0,control
5182483,gate_30,255,1,1,control
5182771,gate_30,2,0,0,control
5182983,gate_40,11,1,0,treatment
5183070,gate_40,1,0,0,treatment
5183223,gate_40,46,1,0,treatment
5183598,gate_40,116,1,0,treatment
5183765,gate_40,21,0,0,treatment
5184118,gate_30,18,0,0,control
5184149,gate_40,78,1,1,treatment
5184185,gate_30,62,1,0,control
5184233,gate_40,2,0,0,treatment
5184315,gate_40,2,0,0,treatment
5184326,gate_30,2,0,0,control
5184578,gate_40,455,1,1,treatment
5184640,gate_40,2,1,0,treatment
5184665,gate_30,266,1,1,control
5184963,gate_40,15,1,0,treatment
5184997,gate_40,14,0,0,treatment
5185102,gate_30,25,1,1,control
5185162,gate_40,37,1,0,treatment
5185243,gate_40,1,0,0,treatment
5185341,gate_30,19,0,0,control
5185371,gate_40,2,0,0,treatment
5185759,gate_40,16,0,0,treatment
5185833,gate_30,13,1,0,control
5185838,gate_30,13,1,0,control
5185856,gate_30,4,0,0,control
5186069,gate_30,5,0,0,control
5186123,gate_30,0,1,0,control
5186320,gate_40,106,1,1,treatment
5186514,gate_40,9,1,0,treatment
5186609,gate_30,42,1,0,control
5186753,gate_40,12,0,0,treatment
5187046,gate_40,18,1,0,treatment
5187125,gate_30,138,1,0,control
5187193,gate_30,22,0,0,control
5187239,gate_40,81,1,1,treatment
5187295,gate_30,124,1,1,control
5187421,gate_30,15,0,0,control
5187449,gate_40,1,0,0,treatment
5187466,gate_30,817,1,1,control
5187527,gate_30,5,0,0,control
5187560,gate_40,7,0,0,treatment
5187604,gate_30,228,1,0,control
5187673,gate_40,330,1,1,treatment
5187893,gate_30,13,1,0,control
5187980,gate_40,19,1,0,treatment
5188057,gate_40,36,1,0,treatment
5188084,gate_30,57,0,0,control
5188258,gate_30,31,1,0,control
5188295,gate_30,49,1,0,control
5188343,gate_40,25,1,0,treatment
5188350,gate_40,2,0,0,treatment
5188351,gate_30,30,1,0,control
5188625,gate_30,151,0,1,control
5188801,gate_30,52,0,0,control
5189017,gate_40,10,0,0,treatment
5189059,gate_30,66,1,1,control
5189151,gate_40,68,1,0,treatment
5189528,gate_30,37,1,0,control
5189601,gate_30,6,0,0,control
5189627,gate_40,17,1,0,treatment
5189660,gate_30,168,1,0,control
5189954,gate_30,7,0,0,control
5189966,gate_30,42,1,0,control
5190059,gate_40,23,1,0,treatment
5190067,gate_40,54,1,0,treatment
5190129,gate_40,23,0,0,treatment
5190409,gate_40,1,0,0,treatment
5190485,gate_40,34,1,0,treatment
5190870,gate_30,20,1,0,control
5190893,gate_40,148,1,0,treatment
5190997,gate_30,1,0,0,control
5191102,gate_40,8,0,0,treatment
5191281,gate_40,19,0,0,treatment
5191798,gate_40,76,0,1,treatment
5191872,gate_30,10,1,0,control
5192062,gate_30,48,1,0,control
5192298,gate_30,39,1,0,control
5192328,gate_40,24,0,0,treatment
5192339,gate_40,1,0,0,treatment
5192377,gate_30,75,1,0,control
5192605,gate_30,150,1,0,control
5192697,gate_40,48,1,0,treatment
5192725,gate_40,2,0,0,treatment
5192845,gate_40,48,0,1,treatment
5192898,gate_40,5,0,0,treatment
5193088,gate_40,6,1,0,treatment
5193311,gate_30,66,1,0,control
5193323,gate_30,82,1,0,control
5193509,gate_30,74,1,0,control
5193570,gate_40,33,1,0,treatment
5193646,gate_40,2,0,0,treatment
5193669,gate_40,17,0,0,treatment
5193778,gate_30,1,0,0,control
5193798,gate_40,17,0,0,treatment
5194150,gate_30,8,0,0,control
5194252,gate_40,277,1,0,treatment
5194420,gate_40,3,0,0,treatment
5194543,gate_40,6,0,0,treatment
5194815,gate_30,2,0,0,control
5194866,gate_30,372,1,1,control
5195010,gate_40,53,0,1,treatment
5195144,gate_40,8,0,0,treatment
5195356,gate_40,5,1,0,treatment
5195362,gate_40,9,0,0,treatment
5195399,gate_30,39,0,0,control
5195460,gate_30,7,0,0,control
5195663,gate_40,2,0,0,treatment
5195726,gate_40,1,0,0,treatment
5195786,gate_40,30,1,0,treatment
5195800,gate_30,374,1,1,control
5195896,gate_30,104,1,1,control
5195913,gate_30,6,0,0,control
5195997,gate_40,11,0,0,treatment
5196157,gate_40,10,1,0,treatment
5196200,gate_30,39,0,0,control
5196387,gate_30,227,1,1,control
5196463,gate_30,55,1,1,control
5196675,gate_40,53,1,0,treatment
5196946,gate_40,2,0,0,treatment
5196959,gate_40,2,1,0,treatment
5196970,gate_40,7,0,0,treatment
5197220,gate_30,7,1,0,control
5197343,gate_30,10,1,0,control
5197433,gate_40,35,1,0,treatment
5197443,gate_40,2,0,0,treatment
5197480,gate_30,3,0,0,control
5197578,gate_40,1,1,0,treatment
5197600,gate_30,6,0,0,control
5197605,gate_30,169,1,0,control
5197608,gate_30,25,1,0,control
5197725,gate_30,8,0,0,control
5197824,gate_30,39,0,0,control
5197828,gate_40,11,0,0,treatment
5197900,gate_40,4,0,0,treatment
5197903,gate_30,128,1,1,control
5197924,gate_40,9,0,0,treatment
5197933,gate_30,32,0,0,control
5197980,gate_30,30,0,0,control
5198179,gate_30,14,0,0,control
5198253,gate_30,0,0,0,control
5198295,gate_40,2,0,0,treatment
5198384,gate_30,19,0,0,control
5198388,gate_40,6,0,0,treatment
5198542,gate_30,30,1,0,control
5198553,gate_30,7,0,0,control
5198675,gate_30,0,0,0,control
5198699,gate_30,16,0,0,control
5198984,gate_30,21,0,0,control
5199080,gate_40,52,1,0,treatment
5199118,gate_30,0,0,0,control
5199312,gate_40,48,1,0,treatment
5199327,gate_30,13,1,0,control
5199424,gate_30,4,0,0,control
5199544,gate_40,0,0,0,treatment
5199550,gate_30,24,0,0,control
5199570,gate_30,17,1,0,control
5199612,gate_30,131,1,0,control
5199674,gate_30,7,1,0,control
5200248,gate_40,3,0,0,treatment
5200271,gate_30,13,1,0,control
5200360,gate_30,6,0,0,control
5200400,gate_40,61,1,0,treatment
5200505,gate_40,3,1,0,treatment
5200520,gate_30,25,1,0,control
5200600,gate_40,6,0,0,treatment
5200714,gate_30,0,0,0,control
5200789,gate_30,26,1,0,control
5200999,gate_40,93,1,1,treatment
5201097,gate_30,10,1,0,control
5201113,gate_40,104,1,0,treatment
5201410,gate_40,0,0,0,treatment
5201421,gate_40,13,0,0,treatment
5201938,gate_30,6,0,0,control
5202184,gate_30,6,0,0,control
5202508,gate_40,16,0,0,treatment
5202570,gate_30,10,0,0,control
5202759,gate_30,60,0,1,control
5202929,gate_40,4,0,0,treatment
5202947,gate_40,10,1,0,treatment
5203099,gate_40,1,0,0,treatment
5203187,gate_40,558,1,1,treatment
5203323,gate_30,7,0,0,control
5203478,gate_40,11,0,0,treatment
5203798,gate_40,26,0,1,treatment
5203851,gate_40,13,0,0,treatment
5204103,gate_30,2,0,0,control
5204324,gate_40,39,1,1,treatment
5204457,gate_40,1,0,0,treatment
5204515,gate_30,17,0,0,control
5204747,gate_30,2,0,0,control
5204906,gate_30,64,1,0,control
5205295,gate_40,0,0,0,treatment
5205355,gate_30,78,0,1,control
5205578,gate_40,24,0,0,treatment
5205625,gate_40,3,0,0,treatment
5206191,gate_30,2,0,0,control
5206428,gate_30,10,1,0,control
5206566,gate_40,16,0,0,treatment
5206606,gate_40,69,1,0,treatment
5206688,gate_40,24,0,0,treatment
5206723,gate_40,28,1,0,treatment
5206784,gate_30,46,1,0,control
5206804,gate_30,55,1,0,control
5206929,gate_30,14,1,0,control
5207009,gate_30,4,0,0,control
5207312,gate_40,2,0,0,treatment
5207543,gate_40,4,0,0,treatment
5207571,gate_40,5,0,0,treatment
5207742,gate_40,574,1,1,treatment
5207917,gate_30,30,1,1,control
5208010,gate_30,48,1,1,control
5208125,gate_30,211,1,1,control
5208141,gate_30,1,0,0,control
5208173,gate_30,6,0,0,control
5208299,gate_30,3,0,0,control
5208363,gate_40,2,0,0,treatment
5208367,gate_40,25,1,0,treatment
5208382,gate_30,100,1,1,control
5208753,gate_30,97,1,1,control
5208825,gate_30,2,0,0,control
5208848,gate_40,517,1,1,treatment
5208867,gate_30,29,0,1,control
5208879,gate_40,2,0,0,treatment
5208903,gate_30,18,1,0,control
5209278,gate_40,5,0,0,treatment
5209350,gate_40,8,0,0,treatment
5209462,gate_40,7,0,0,treatment
5209585,gate_30,37,1,0,control
5209658,gate_30,4,0,0,control
5209772,gate_40,1074,1,0,treatment
5209785,gate_40,31,0,0,treatment
5209937,gate_30,0,0,0,control
5209979,gate_30,25,1,0,control
5210098,gate_40,35,1,0,treatment
5210158,gate_40,17,0,0,treatment
5210202,gate_30,91,1,1,control
5210300,gate_30,43,1,0,control
5210311,gate_30,44,1,1,control
5210397,gate_30,3,0,0,control
5210622,gate_40,50,1,0,treatment
5210661,gate_40,7,0,0,treatment
5210677,gate_40,156,1,1,treatment
5211033,gate_40,28,0,0,treatment
5211150,gate_30,97,1,0,control
5211363,gate_30,90,1,0,control
5211632,gate_30,8,0,0,control
5211696,gate_40,46,1,0,treatment
5211697,gate_40,5,0,0,treatment
5211941,gate_40,5,0,0,treatment
5211988,gate_30,11,0,0,control
5212014,gate_30,9,1,0,control
5212021,gate_40,4,0,0,treatment
5212054,gate_40,71,1,0,treatment
5212103,gate_40,6,1,0,treatment
5212207,gate_40,77,1,0,treatment
5212399,gate_40,49,1,1,treatment
5212417,gate_40,0,0,0,treatment
5212775,gate_40,82,1,1,treatment
5212990,gate_30,0,0,0,control
5213323,gate_40,1,0,0,treatment
5213373,gate_40,37,1,0,treatment
5213478,gate_30,4,0,0,control
5213552,gate_30,22,1,0,control
5213677,gate_30,4,0,0,control
5213741,gate_30,0,0,0,control
5213875,gate_40,1,0,0,treatment
5213883,gate_30,32,1,0,control
5214033,gate_30,50,0,1,control
5214049,gate_30,126,1,1,control
5214119,gate_40,2,0,0,treatment
5214132,gate_30,7,0,0,control
5214258,gate_30,279,1,1,control
5214292,gate_40,1,0,0,treatment
5214473,gate_30,8,1,1,control
5214572,gate_30,1,0,0,control
5214589,gate_30,14,0,0,control
5214829,gate_40,8,0,0,treatment
5214969,gate_30,0,0,0,control
5215240,gate_40,5,0,0,treatment
5215631,gate_40,119,1,0,treatment
5215637,gate_40,14,0,0,treatment
5215715,gate_40,39,1,0,treatment
5215868,gate_40,6,0,0,treatment
5215894,gate_40,20,0,0,treatment
5215967,gate_40,4,0,0,treatment
5216140,gate_30,13,0,0,control
5216275,gate_30,49,1,0,control
5216301,gate_30,24,1,0,control
5216425,gate_30,0,0,0,control
5216432,gate_30,169,1,0,control
5216446,gate_30,2,1,0,control
5216593,gate_40,520,1,1,treatment
5216627,gate_40,1,0,0,treatment
5216661,gate_30,40,0,1,control
5216818,gate_40,8,0,0,treatment
5216924,gate_30,15,1,0,control
5216940,gate_40,84,1,0,treatment
5216945,gate_40,53,1,0,treatment
5216949,gate_40,2,0,0,treatment
5217003,gate_40,8,0,0,treatment
5217196,gate_30,109,0,0,control
5217349,gate_40,31,0,0,treatment
5217617,gate_40,3,0,0,treatment
5217711,gate_40,15,0,0,treatment
5217733,gate_30,20,0,0,control
5218158,gate_30,60,1,0,control
5218311,gate_40,16,0,0,treatment
5218345,gate_30,21,1,1,control
5218722,gate_40,8,0,0,treatment
5218756,gate_40,16,0,0,treatment
5218888,gate_30,9,1,0,control
5218992,gate_40,36,0,0,treatment
5219027,gate_30,10,1,0,control
5219330,gate_30,2,0,0,control
5219415,gate_40,16,0,0,treatment
5219488,gate_30,97,1,0,control
5219600,gate_30,13,0,0,control
5219657,gate_30,5,0,0,control
5219665,gate_40,16,1,0,treatment
5219696,gate_30,2,0,0,control
5219712,gate_30,2,0,0,control
5220221,gate_30,21,0,0,control
5220378,gate_30,2,0,0,control
5220395,gate_30,7,0,0,control
5220431,gate_40,7,0,0,treatment
5220513,gate_30,6,0,0,control
5220537,gate_30,14,0,0,control
5220609,gate_40,2,0,0,treatment
5220758,gate_30,45,1,0,control
5220840,gate_40,68,1,0,treatment
5221268,gate_30,20,1,0,control
5221390,gate_40,11,0,0,treatment
5221405,gate_40,12,0,0,treatment
5221413,gate_30,42,1,1,control
5221511,gate_40,3,0,0,treatment
5221689,gate_30,46,1,0,control
5221803,gate_30,40,0,0,control
5221964,gate_40,14,0,0,treatment
5222024,gate_40,9,0,0,treatment
5222077,gate_30,148,1,0,control
5222195,gate_40,54,0,0,treatment
5222511,gate_40,8,0,0,treatment
5222512,gate_30,111,1,1,control
5222886,gate_30,81,0,0,control
5222969,gate_40,22,0,1,treatment
5223008,gate_30,159,1,1,control
5223120,gate_30,6,0,0,control
5223179,gate_30,12,1,0,control
5223255,gate_40,5,0,0,treatment
5223323,gate_40,0,0,0,treatment
5223459,gate_30,1,0,0,control
5223555,gate_30,18,1,0,control
5223723,gate_30,10,1,0,control
5224438,gate_30,0,0,0,control
5224579,gate_30,1,0,0,control
5224603,gate_30,4,0,0,control
5224766,gate_30,119,1,1,control
5225065,gate_30,7,0,0,control
5225147,gate_40,6,0,0,treatment
5225687,gate_30,2,0,0,control
5225691,gate_30,17,1,0,control
5226030,gate_30,457,1,1,control
5226035,gate_30,10,0,0,control
5226337,gate_30,17,1,1,control
5226481,gate_40,47,1,0,treatment
5226487,gate_40,17,0,0,treatment
5226610,gate_40,323,1,1,treatment
5226616,gate_40,123,1,1,treatment
5226626,gate_40,131,1,1,treatment
5226634,gate_40,21,0,1,treatment
5226742,gate_30,7,0,0,control
5226809,gate_40,4,0,0,treatment
5226812,gate_40,524,1,1,treatment
5226925,gate_40,4,0,0,treatment
5226963,gate_30,25,1,0,control
5227049,gate_40,45,1,0,treatment
5227063,gate_30,2,0,0,control
5227085,gate_40,201,1,0,treatment
5227120,gate_30,1,0,0,control
5227164,gate_40,3,1,1,treatment
5227342,gate_30,52,1,0,control
5227628,gate_40,1,0,0,treatment
5228117,gate_30,2,0,0,control
5228146,gate_30,4,0,0,control
5228634,gate_30,236,1,1,control
5228653,gate_30,115,1,1,control
5228695,gate_40,0,0,0,treatment
5228704,gate_40,4,0,0,treatment
5228775,gate_40,2,0,0,treatment
5228852,gate_30,55,1,0,control
5228882,gate_40,8,0,0,treatment
5229074,gate_30,43,1,1,control
5229081,gate_30,9,0,0,control
5229152,gate_40,5,0,0,treatment
5229154,gate_40,1,0,0,treatment
5229362,gate_40,2,0,0,treatment
5229497,gate_40,222,1,1,treatment
5229545,gate_40,12,1,0,treatment
5229600,gate_40,3,0,0,treatment
5229609,gate_30,1,0,0,control
5229693,gate_30,1,0,0,control
5229757,gate_40,31,0,0,treatment
5229811,gate_30,2,0,0,control
5229980,gate_30,10,0,0,control
5230047,gate_40,6,0,0,treatment
5230117,gate_40,209,1,1,treatment
5230163,gate_30,135,1,0,control
5230219,gate_40,4,0,0,treatment
5230308,gate_40,32,1,1,treatment
5230345,gate_40,95,1,1,treatment
5230451,gate_30,41,1,0,control
5230612,gate_40,3,0,0,treatment
5230802,gate_40,173,1,1,treatment
5230985,gate_30,1,0,0,control
5231031,gate_40,0,0,0,treatment
5231382,gate_40,696,1,1,treatment
5231399,gate_30,1,0,0,control
5231425,gate_40,7,1,1,treatment
5231522,gate_40,0,0,0,treatment
5231532,gate_40,27,1,0,treatment
5231706,gate_30,37,1,0,control
5231726,gate_30,27,1,0,control
5231740,gate_30,18,0,1,control
5231741,gate_40,4,0,0,treatment
5231768,gate_30,238,1,1,control
5231885,gate_40,18,0,0,treatment
5231930,gate_40,11,1,0,treatment
5232212,gate_40,43,1,0,treatment
5232226,gate_30,45,1,0,control
5232232,gate_30,5,0,0,control
5232309,gate_40,3,0,0,treatment
5232455,gate_40,2,0,0,treatment
5232538,gate_30,5,0,0,control
5233032,gate_40,1,0,0,treatment
5233056,gate_30,27,0,0,control
5233204,gate_40,84,1,0,treatment
5233264,gate_40,31,1,1,treatment
5233296,gate_30,4,0,0,control
5233378,gate_40,38,1,0,treatment
5233440,gate_30,0,0,0,control
5233498,gate_40,16,0,0,treatment
5233713,gate_30,3,0,0,control
5233733,gate_30,10,0,0,control
5233899,gate_40,363,1,1,treatment
5233958,gate_40,4,0,0,treatment
5234094,gate_30,9,0,0,control
5234187,gate_40,19,1,0,treatment
5234345,gate_40,19,0,1,treatment
5234363,gate_30,307,1,1,control
5234472,gate_30,35,1,0,control
5234558,gate_40,2,0,0,treatment
5234591,gate_30,8,1,0,control
5234609,gate_40,2,0,0,treatment
5234665,gate_40,51,1,0,treatment
5234757,gate_40,233,1,1,treatment
5234783,gate_40,6,0,0,treatment
5234879,gate_40,20,0,0,treatment
5234939,gate_30,6,1,0,control
5235304,gate_30,173,1,1,control
5235327,gate_40,23,0,0,treatment
5235402,gate_40,22,1,0,treatment
5235442,gate_30,16,0,0,control
5235675,gate_30,0,0,0,control
5235676,gate_30,6,0,0,control
5235791,gate_40,44,1,0,treatment
5235838,gate_40,7,0,0,treatment
5235871,gate_30,30,1,0,control
5235975,gate_30,10,0,0,control
5236072,gate_30,247,1,0,control
5236221,gate_30,18,0,0,control
5236386,gate_40,48,0,0,treatment
5236388,gate_40,4,0,0,treatment
5236628,gate_40,15,0,0,treatment
5236685,gate_40,4,0,0,treatment
5236888,gate_40,44,1,0,treatment
5236900,gate_40,50,1,1,treatment
5237185,gate_30,8,1,0,control
5237188,gate_40,22,1,0,treatment
5237280,gate_30,4,0,0,control
5237295,gate_40,4,1,0,treatment
5237329,gate_40,72,0,1,treatment
5237403,gate_40,17,0,0,treatment
5237464,gate_30,8,0,0,control
5237500,gate_40,48,1,0,treatment
5237646,gate_30,3,0,0,control
5237706,gate_40,7,0,0,treatment
5237736,gate_40,10,1,0,treatment
5237898,gate_30,9,0,0,control
5237995,gate_40,1,0,0,treatment
5238102,gate_40,92,1,1,treatment
5238163,gate_40,53,1,0,treatment
5238363,gate_30,76,1,1,control
5238443,gate_40,0,0,0,treatment
5238472,gate_40,10,0,0,treatment
5238712,gate_30,34,0,0,control
5238749,gate_30,164,1,0,control
5238805,gate_40,6,0,0,treatment
5238863,gate_40,3,0,0,treatment
5238937,gate_30,434,1,1,control
5239068,gate_30,218,1,1,control
5239116,gate_40,17,0,0,treatment
5239118,gate_30,677,1,1,control
5239130,gate_30,18,0,0,control
5239195,gate_30,4,0,0,control
5239305,gate_40,36,0,0,treatment
5239543,gate_30,1,0,0,control
5239713,gate_30,388,1,1,control
5239863,gate_40,3,0,0,treatment
5239865,gate_30,139,1,0,control
5239958,gate_40,33,1,0,treatment
5239978,gate_40,24,0,0,treatment
5240037,gate_30,18,0,0,control
5240056,gate_40,3,0,0,treatment
5240261,gate_40,0,0,0,treatment
5240276,gate_40,165,1,0,treatment
5240291,gate_30,33,0,0,control
5240294,gate_30,11,0,0,control
5240319,gate_30,23,0,1,control
5240324,gate_40,1,0,0,treatment
5240378,gate_40,14,0,1,treatment
5240670,gate_40,1,0,0,treatment
5240971,gate_30,313,0,1,control
5241015,gate_30,9,0,0,control
5241084,gate_40,0,0,0,treatment
5241261,gate_40,34,0,0,treatment
5241554,gate_30,93,1,1,control
5241648,gate_30,8,1,0,control
5241673,gate_40,20,1,0,treatment
5241873,gate_30,33,0,0,control
5241879,gate_40,169,1,1,treatment
5242073,gate_30,66,1,1,control
5242094,gate_30,10,1,0,control
5242098,gate_40,1,0,0,treatment
5242347,gate_40,2,0,0,treatment
5242405,gate_30,61,1,1,control
5242421,gate_30,31,0,0,control
5242497,gate_30,283,1,1,control
5242663,gate_30,5,0,0,control
5242703,gate_40,12,0,0,treatment
5242846,gate_30,4,0,0,control
5243057,gate_30,11,0,0,control
5243113,gate_40,1,0,0,treatment
5243151,gate_30,4,0,0,control
5243264,gate_40,165,1,1,treatment
5243348,gate_40,42,0,0,treatment
5243491,gate_30,76,1,0,control
5243690,gate_30,93,1,1,control
5243747,gate_30,3,0,0,control
5243909,gate_30,25,0,0,control
5243954,gate_30,6,0,0,control
5244055,gate_40,322,1,1,treatment
5244376,gate_30,15,1,0,control
5244582,gate_40,125,1,1,treatment
5244709,gate_40,55,1,0,treatment
5244755,gate_40,6,1,0,treatment
5244856,gate_30,3,0,0,control
5245012,gate_40,88,1,0,treatment
5245057,gate_40,32,1,0,treatment
5245062,gate_30,1,0,0,control
5245257,gate_40,70,1,1,treatment
5245399,gate_30,4,0,0,control
5245476,gate_40,1,0,0,treatment
5245640,gate_40,6,0,0,treatment
5245888,gate_30,28,0,0,control
5246220,gate_30,19,0,0,control
5246247,gate_40,2,0,0,treatment
5246258,gate_30,39,0,0,control
5246264,gate_40,2,0,0,treatment
5246316,gate_40,260,1,1,treatment
5246412,gate_30,4,0,0,control
5246581,gate_30,14,0,0,control
5246624,gate_40,22,1,0,treatment
5246853,gate_40,77,0,0,treatment
5247189,gate_40,0,0,0,treatment
5247241,gate_40,93,1,0,treatment
5247302,gate_30,42,0,0,control
5247532,gate_30,39,1,0,control
5247677,gate_30,2,0,0,control
5247800,gate_30,0,0,0,control
5248040,gate_30,0,0,0,control
5248089,gate_30,4,1,0,control
5248123,gate_40,62,1,0,treatment
5248396,gate_30,21,0,0,control
5248405,gate_30,32,1,0,control
5248494,gate_30,112,1,0,control
5248736,gate_30,63,1,0,control
5248738,gate_30,45,0,0,control
5248809,gate_30,1,0,0,control
5249049,gate_30,39,0,0,control
5249106,gate_30,1,0,0,control
5249108,gate_40,9,1,1,treatment
5249618,gate_30,14,0,0,control
5249892,gate_30,11,1,0,control
5249935,gate_30,1,0,0,control
5250318,gate_40,3,0,0,treatment
5250384,gate_40,88,1,1,treatment
5250934,gate_30,8,1,0,control
5250959,gate_30,21,1,0,control
5251059,gate_40,2,0,0,treatment
5251070,gate_30,1,0,0,control
5251098,gate_30,15,1,0,control
5251771,gate_40,12,0,0,treatment
5251794,gate_30,18,0,0,control
5251798,gate_30,2,0,0,control
5251805,gate_40,48,0,0,treatment
5251810,gate_30,1,0,0,control
5252117,gate_30,20,0,0,control
5252224,gate_30,444,1,1,control
5252314,gate_40,9,0,0,treatment
5252374,gate_30,52,1,1,control
5252591,gate_40,1,0,0,treatment
5252623,gate_30,9,0,0,control
5252694,gate_30,9,0,0,control
5252945,gate_30,65,1,0,control
5253051,gate_40,2,0,0,treatment
5253273,gate_30,41,1,1,control
5253302,gate_40,2,0,0,treatment
5253378,gate_30,53,0,0,control
5253547,gate_40,32,0,0,treatment
5253674,gate_40,120,1,0,treatment
5253977,gate_40,7,1,0,treatment
5254198,gate_40,4,0,0,treatment
5254494,gate_40,17,0,0,treatment
5254523,gate_30,0,0,0,control
5254721,gate_30,8,0,0,control
5254745,gate_40,0,0,0,treatment
5254913,gate_40,21,0,0,treatment
5254980,gate_40,17,0,0,treatment
5255054,gate_40,3,1,0,treatment
5255074,gate_40,14,1,0,treatment
5255267,gate_30,21,1,0,control
5255335,gate_30,5,0,0,control
5255351,gate_40,4,0,0,treatment
5255535,gate_40,13,0,0,treatment
5255673,gate_30,1,0,0,control
5255681,gate_30,26,1,0,control
5255700,gate_30,49,1,0,control
5255772,gate_40,36,1,0,treatment
5255859,gate_40,16,1,0,treatment
5255911,gate_40,44,1,0,treatment
5255927,gate_40,107,1,0,treatment
5256195,gate_40,76,1,0,treatment
5256240,gate_40,6,0,0,treatment
5256507,gate_40,26,0,0,treatment
5256710,gate_30,142,1,0,control
5256843,gate_40,134,1,1,treatment
5256865,gate_40,7,0,0,treatment
5256942,gate_40,4,0,0,treatment
5257403,gate_30,24,1,0,control
5257510,gate_40,1,0,0,treatment
5257639,gate_30,30,0,0,control
5257697,gate_40,17,0,0,treatment
5258022,gate_30,30,1,0,control
5258240,gate_40,10,0,0,treatment
5258287,gate_30,11,0,0,control
5258338,gate_40,45,1,1,treatment
